                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5098,                 4.3154,                 1.9759,                0.08547,                0.66091,                0.18205,                0.13792,                 1.3371,                 3.6704,                  1.683,              4.284e-05,              4.284e-05,              4.284e-05
                      2,                 1.3799,                 3.4401,                 1.8742,                0.52578,                0.42142,                0.52838,                0.37313,                 1.5187,                 2.7736,                 1.8501,             9.1901e-05,             9.1901e-05,             9.1901e-05
                      3,                 1.2842,                 2.6423,                 1.7492,                0.45275,                0.73765,                0.68502,                0.42061,                 1.7305,                 2.2455,                 1.9684,             0.00013997,             0.00013997,             0.00013997
                      4,                 1.2137,                 2.2092,                 1.6485,                 0.5991,                0.73596,                0.69588,                0.38026,                 1.8294,                 2.0981,                 2.0419,             0.00018705,             0.00018705,             0.00018705
                      5,                 1.2617,                 1.9092,                  1.679,                 0.7018,                 0.7609,                0.79648,                0.39418,                 1.8435,                 2.0018,                 2.0882,             0.00023315,             0.00023315,             0.00023315
                      6,                 1.2598,                 1.7855,                 1.6221,                0.48475,                0.64267,                0.66366,                0.41928,                   1.76,                 2.0665,                 2.0996,             0.00027825,             0.00027825,             0.00027825
                      7,                 1.2209,                  1.646,                 1.5862,                0.65233,                0.78059,                0.71045,                0.38258,                 1.6986,                 1.8448,                 1.9504,             0.00032236,             0.00032236,             0.00032236
                      8,                 1.2564,                 1.5516,                 1.5622,                0.45615,                0.81337,                0.67093,                0.39618,                 1.7293,                 1.9759,                 1.9733,             0.00036549,             0.00036549,             0.00036549
                      9,                 1.2349,                 1.3623,                 1.5607,                0.91719,                0.81356,                 0.8958,                 0.5878,                 1.6404,                 1.5864,                  1.921,             0.00040762,             0.00040762,             0.00040762
                     10,                 1.1999,                  1.369,                 1.5582,                0.84774,                0.68391,                 0.7198,                0.39872,                 1.7309,                 1.6759,                 1.9822,             0.00044876,             0.00044876,             0.00044876
                     11,                 1.1333,                 1.2335,                 1.4589,                0.62202,                0.89401,                0.85412,                0.54732,                 1.6572,                 1.7412,                 1.9068,             0.00048892,             0.00048892,             0.00048892
